,Label,Text
1608,0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
4558,0,I am in hospital da. . I will return home in evening
703,0,What is important is that you prevent dehydration by giving her enough fluids
1009,0,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
3291,0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
3673,0," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
2408,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
1092,0,Please da call me any mistake from my side sorry da. Pls da goto doctor.
1327,0,"Sorry, was in the bathroom, sup"
5190,1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
1677,0,"Yeah, that's fine! It's £6 to get in, is that ok? "
1999,0,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
1310,0,"Ok, be careful ! Don't text and drive !"
3960,0,Have a nice day my dear.
3780,1,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
4449,0,I sent them. Do you like?
1987,0,S..antha num corrct dane
4308,0,I guess it is useless calling u 4 something important.
344,0,Am not interested to do like that.
5394,0,I dont know exactly could you ask chechi.
986,0,Carlos says he'll be at mu in  &lt;#&gt;  minutes
587,0,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
2791,1,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
5500,0,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
4149,1,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
3849,0,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
4511,0,This weekend is fine (an excuse not to do too much decorating)
3485,0,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
3826,0,Hi. I'm always online on yahoo and would like to chat with you someday
3754,0,Ya that one is slow as poo
3289,1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
1142,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
2358,0,Okay same with me. Well thanks for the clarification
3264,0,So u gonna get deus ex?
1198,0,He also knows about lunch menu only da. . I know
85,0,"I call you later, don't have network. If urgnt, sms me."
1518,1,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
516,0,S:)no competition for him.
1381,0,i dnt wnt to tlk wid u
3941,0,Does daddy have a bb now.
2716,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
3817,0,How long does it take to get it.
1014,0,Just buy a pizza. Meat lovers or supreme. U get to pick.
128,0,Are you there in room.
1364,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
4291,0,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
5321,0,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
3867,0,"Theoretically yeah, he could be able to come"
891,0,Why do you ask princess?
2793,0,Well there's still a bit left if you guys want to tonight
4683,0,"Haha yeah, 2 oz is kind of a shitload"
1359,0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
307,0,Jos ask if u wana meet up?
1661,0,No just send to you. Bec you in temple na.
2431,0,How was txting and driving
4478,0,Oh :-)only 4 outside players allowed to play know
1317,0,Why nothing. Ok anyway give me treat
3499,0,You said to me before i went back to bed that you can't sleep for anything.
4787,0,Holy living christ what is taking you so long
3249,0,Also track down any lighters you can find
2474,0,Ok lor wat time ü finish?
2542,0,I dont. Can you send it to me. Plus how's mode.
5372,0,"Ok., is any problem to u frm him? Wats matter?"
1246,0,Hello which the site to download songs its urgent pls
4643,1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
1208,0,I need you to be in my strong arms...
3377,0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
216,0,Finally the match heading towards draw as your prediction.
4775,0,U repeat e instructions again. Wat's e road name of ur house?
5300,0,I can't make it tonight
1239,0,"Dear relieved of westonzoyland, all going to plan this end too!"
2289,0,Dont you have message offer
2740,0,Are you this much buzy
275,0,No objection. My bf not coming.
489,0,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
1035,0,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
1229,1,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.
5106,0,Ding me on ya break fassyole! Blacko from londn
1008,0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
5245,0,Thank you princess! I want to see your nice juicy booty...
3865,0,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
3938,0,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
2532,0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
4641,0,Do you hide anythiing or keeping distance from me
1058,0,Ard 515 like dat. Y?
2166,0,I'm not coming home 4 dinner.
4567,0,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
4141,0,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
281,0,You got called a tool?
1043,0,Easy ah?sen got selected means its good..
1316,0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)"
5544,0,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready"
968,0,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
4819,0,How's ur paper?
3869,0,"not that I know of, most people up here are still out of town"
1939,0,Excellent! Are you ready to moan and scream in ecstasy?
4394,1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
1274,1,network operator. The service is free. For T & C's visit 80488.biz
619,0,I come n pick ü up... Come out immediately aft ur lesson...
4762,0,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
1742,0,I can do that! I want to please you both inside and outside the bedroom...
1390,0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
4541,0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
1847,0,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
1579,0,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
1655,0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
3568,1,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
2352,1,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3 "
2212,0,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
3275,0,Thanx a lot...
2020,0,From tomorrow onwards eve 6 to 3 work.
5538,0,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
1956,0,"Aight I'll grab something to eat too, text me when you're back at mu"
3178,0,In meeting da. I will call you
3192,1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
1307,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
2003,1,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
4966,0,"A few people are at the game, I'm at the mall with iouri and kaila"
575,0,Nope i waiting in sch 4 daddy... 
2360,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
4676,1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
4947,0,I'm already back home so no probably not
1706,0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
1799,0,That one week leave i put know that time. Why.
3347,0,U're welcome... Caught u using broken english again...
4991,1,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
1280,0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
4538,0,Normally i use to drink more water daily:)
861,0,In work now. Going have in few min.
4616,1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
1801,0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
1628,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
1993,1,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2639,0,Am in gobi arts college
269,0,The evo. I just had to download flash. Jealous?
629,1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
4231,0,And several to you sir.
3081,0,S.s:)i thinl role is like sachin.just standing. Others have to hit.
3466,0,"Haha figures, well I found the piece and priscilla's bowl"
2334,0,What happen to her tell the truth
4870,0,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
2966,0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
300,0,Need a coffee run tomo?Can't believe it's that time of week already
4159,0,It certainly puts things into perspective when something like this happens
459,0,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
1447,0,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
1472,0,Oh. U must have taken your REAL Valentine out shopping first.
2046,0,Okay... I booked all already... Including the one at bugis.
4703,0,Anytime...
4381,0,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
5301,0,At WHAT TIME should i come tomorrow
2113,1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
27,0,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
2040,0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
5040,0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
3216,0,I want snow. It's just freezing and windy.
837,1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
3814,0,Pls i wont belive god.not only jesus.
129,0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
4938,0,G wants to know where the fuck you are
2008,0,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
5466,1,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
503,0,Check with nuerologist.
4230,0,Have you bookedthe hut? And also your time off? How are you by the way?
4788,0,Ü thk of wat to eat tonight.
380,0,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
1851,0,Then cant get da laptop? My matric card wif ü lei... 
1525,0,Hi:)cts employee how are you?
2365,0,Ok then no need to tell me anything i am going to sleep good night
4030,0,"[…] anyway, many good evenings to u! s"
3052,0,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
2884,0,Anything lor is she coming?
2340,0,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
374,0,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
4035,0,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
2381,0,"If i let you do this, i want you in the house by 8am."
4795,0,Sorry that was my uncle. I.ll keep in touch
939,1,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
5338,0,So when do you wanna gym?
4430,0,Hey they r not watching movie tonight so i'll prob b home early...
4852,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
2799,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2147,0,So can collect ur laptop?
3591,0,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
4610,0,Y de asking like this.
5061,0,I think i am disturbing her da
3808,0,Pls dont restrict her from eating anythin she likes for the next two days.
4691,0,Ok no prob
2068,0,Who's there say hi to our drugdealer
3623,0,Goin to workout lor... Muz lose e fats... 
529,1,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
3308,0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
3937,0,They r giving a second chance to rahul dengra.
5527,0,"Total disappointment, when I texted you was the craziest shit got :("
636,0,Me n him so funny...
1269,1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA
185,0,Going on nothing great.bye
1394,0,Oh ok..
3934,0,"Playin space poker, u?"
4187,0,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
1797,0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
2979,0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
1441,0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
4174,0,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
5429,0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
3811,0,"Aight, can you text me the address?"
1535,0,Remember on that day..
2913,0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
3188,0,Howz that persons story
1273,0,Ok...
2467,0,He is world famamus....
3688,0,Great! I shoot big loads so get ready!
607,1,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
4151,0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
1712,0,I got your back! Do you have any dislikes in bed?
4607,0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
2199,0,I'm in a movie. Call me 4 wat?
955,1,Filthy stories and GIRLS waiting for your
2579,0,Erm. I thought the contract ran out the4th of october.
5216,0,I am late. I will be there at
4460,1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
4934,0,Once free call me sir.
4145,0,That's a shame! Maybe cld meet for few hrs tomo?
2852,0,Are you going to wipro interview today?
403,0,The hair cream has not been shipped.
2071,1,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
5299,0,Well good morning mr . Hows london treatin' ya treacle?
1977,0,Lol alright i was thinkin that too haha
158,0,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
1748,0,I think u have the wrong number.
2909,0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
3888,0,Cab is available.they pick up and drop at door steps.
4238,0,Life style garments account no please.
902,0,How is it possible to teach you. And where.
352,0,If you're not in my car in an hour and a half I'm going apeshit
1230,0,Jus ans me lar. U'll noe later.
5205,1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
2140,0,But i juz remembered i gotta bathe my dog today..
444,0,"Sorry, I'll call later"
5512,0,"Just making dinner, you ?"
754,0,When did you get to the library
1737,0,I will come tomorrow di
2971,0,U should make a fb list
3714,0,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
5545,0,Hi its in durban are you still on this number
2920,0,Is xy in ur car when u picking me up?
311,0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
3423,1,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
548,0,"Sorry that took so long, omw now"
661,0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
3794,0,Hey are you angry with me. Reply me dr.
5306,0,Ill be at yours in about 3 mins but look out for me
1989,0,"Sorry, I'll call later"
3665,0,Huh? 6 also cannot? Then only how many mistakes?
3883,0,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
306,0,Yup... From what i remb... I think should be can book... 
2335,0,Do you like Italian food?
694,0,Will purchase d stuff today and mail to you. Do you have a po box number?
2356,0,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
3702,0,Shall i get my pouch?
3804,0,Yup song bro. No creative. Neva test quality. He said check review online.
1927,0,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
684,1,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
3427,0,Sure but since my parents will be working on Tuesday I don't really need a cover story
749,0,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
3638,0,You know what hook up means right?
3218,0,Come to mahal bus stop.. &lt;DECIMAL&gt;
4019,0,GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI
1266,0,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
4065,0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
4236,1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
4932,0,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
3595,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
2134,0,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
3083,0,"And very importantly, all we discuss is between u and i only."
3061,0,K..k...from tomorrow onwards started ah?
3025,0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
970,0,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
13,0,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
873,0,I'll text you when I drop x off
3771,0,Love it! The girls at the office may wonder why you are smiling but sore...
808,0,Boooo you always work. Just quit.
3198,0,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
514,0,No..jst change tat only..
4985,1,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
409,0,Headin towards busetop
5548,0,"No, I was trying it all weekend ;V"
5550,0,"Cool, what time you think you can get here?"
5505,0,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
4833,0,Rats. Hey did u ever vote for the next themes?
207,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
3992,0,I am on the way to ur home
458,0,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
2054,0,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
2430,1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
250,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
110,0,Dont worry. I guess he's busy.
4366,0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
1107,0,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
4523,0,DO U WANT 2 MEET UP 2MORRO
1883,0,"Sorry, I can't help you on this."
1713,0,o turns out i had stereo love on mi phone under the unknown album.
3911,0,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance
1287,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
715,0,He also knows about lunch menu only da. . I know
3441,0,What time you thinkin of goin?
552,0,"Hurry up, I've been weed-deficient for like three days"
1439,0,"Arms fine, how's Cardiff and uni? "
2270,0,Haha i think i did too
4964,0,I want to see your pretty pussy...
3144,0,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
2821,1,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
5326,0,What makes you most happy?
1925,0,Ok
634,0,Got it. Seventeen pounds for seven hundred ml – hope ok.
5352,0,Good morning princess! Have a great day!
316,0,K.k:)advance happy pongal.
4692,0,Surly ill give it to you:-) while coming to review.
5238,0,Yeah I can still give you a ride
1328,1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
427,0,aathi..where are you dear..
5184,0,I'm in town now so i'll jus take mrt down later.
105,0,Umma my life and vava umma love you lot dear
3041,0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
142,0,"Sir, Waiting for your mail."
2169,0,Thx. All will be well in a few months
1709,0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
89,0,"Ela kano.,il download, come wen ur free.."
2918,0,Yes. that will be fine. Love you. Be safe.
3237,0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
2241,0,K I'll call you when I'm close
3174,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
4167,0,Well if I'm that desperate I'll just call armand again
3737,0,Hows the street where the end of library walk is?
2163,0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
2636,0,Tiwary to rcb.battle between bang and kochi.
4912,0,Love that holiday Monday feeling even if I have to go to the dentists in an hour
1949,0,I cant pick the phone right now. Pls send a message
1768,0,"K, want us to come by now?"
4063,0,Hi dear we saw dear. We both are happy. Where you my battery is low
2272,0,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
1,0,Ok lar... Joking wif u oni...
3936,0,You need to get up. Now.
4362,0,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
5522,0,Thats cool. I want to please you...
1951,0,Oh ic. I thought you meant mary jane.
935,1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
5404,0,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
2720,0,Go where n buy? Juz buy when we get there lar.
3731,0,"I guess you could be as good an excuse as any, lol."
4716,0,S:)8 min to go for lunch:)
1109,0,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
4401,0,Juz go google n search 4 qet...
591,1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
3534,0,"Sorry, I'll call later"
1695,0,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
4943,0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
2936,0,"Yeah, we got one lined up for us"
4678,0,Wewa is 130. Iriver 255. All 128 mb.
2448,0,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
1576,0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
1111,0,Ok ill tell the company
4656,0,Our Prasanth ettans mother passed away last night. Just pray for her and family.
213,0,K:)k:)good:)study well.
778,0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
1415,0,So wats ur opinion abt him and how abt is character?
